cycle,set,way,pc_sig,recency,hits,prefetch,dirty,reused,access_type,hit
8569,24,2,2866,0,18,0,1,1,3,1
8569,14,0,1408,0,255,0,0,1,0,1
8569,2,0,2871,0,255,0,0,1,0,1
8570,22,0,1408,0,115,0,0,1,0,1
8570,24,2,2871,0,19,0,1,1,3,1
8570,14,0,1376,0,255,0,0,1,0,1
8570,2,0,2875,0,255,0,0,1,0,1
8571,21,0,1376,0,100,0,0,1,0,1
8571,24,2,2875,0,20,0,1,1,3,1
8571,14,0,1408,0,255,0,0,1,0,1
8571,2,0,3079,0,255,0,0,1,0,1
8572,22,0,1408,0,116,0,0,1,0,1
8572,24,2,3079,0,21,0,1,1,3,1
8572,14,0,1376,0,255,0,0,1,0,1
8572,2,0,1296,0,255,0,0,1,0,1
8573,21,0,1376,0,101,0,0,1,0,1
8573,24,2,1296,0,22,0,1,1,3,1
8573,14,0,1408,0,255,0,0,1,0,1
8573,2,0,1304,0,255,0,0,1,0,1
8574,22,0,1408,0,117,0,0,1,0,1
8574,24,2,1304,0,23,0,1,1,3,1
8574,2,0,1306,0,255,0,0,1,0,1
8575,24,2,1306,0,24,0,1,1,3,1
8575,14,0,1428,0,255,0,0,1,0,1
8575,2,0,1307,0,255,0,0,1,0,1
8576,22,0,1428,0,118,0,0,1,0,1
8576,23,3,1307,0,12,0,1,1,3,1
8576,2,0,1310,0,255,0,0,1,0,1
8577,36,0,1310,0,138,0,1,1,3,1
8577,14,0,1328,0,255,0,0,1,0,1
8577,2,0,1376,0,255,0,0,1,0,1
8578,20,0,1328,0,35,0,0,1,0,1
8578,37,0,1376,0,170,0,1,1,3,1
8578,14,0,1365,0,255,0,0,1,0,1
8578,2,0,1411,0,255,0,0,1,0,1
8579,21,0,1365,0,102,0,0,1,0,1
8579,32,2,1411,0,3,0,1,1,0,1
8579,2,0,1416,0,255,0,0,1,0,1
8580,42,1,1416,0,129,0,1,1,0,1
8580,2,0,1411,0,255,0,0,1,0,1
8581,31,0,1411,0,104,0,1,1,0,1
8582,2,0,1411,0,255,0,0,1,0,1
8583,31,0,1411,0,105,0,1,1,0,1
8584,14,0,1381,0,255,0,0,1,0,1
8584,2,0,1442,0,255,0,0,1,0,1
8585,21,0,1381,0,103,0,0,1,0,1
8585,37,0,1442,0,171,0,1,1,3,1
8586,14,0,1408,0,255,0,0,1,0,1
8586,2,0,1442,0,255,0,0,1,0,1
8587,22,0,1408,0,119,0,0,1,0,1
8587,37,0,1442,0,172,0,1,1,3,1
8587,14,0,1376,0,255,0,0,1,0,1
8588,21,0,1376,0,104,0,0,1,0,1
8588,14,0,1408,0,255,0,0,1,0,1
8588,2,0,1442,0,255,0,0,1,0,1
8589,22,0,1408,0,120,0,0,1,0,1
8589,37,0,1442,0,173,0,1,1,3,1
8589,14,0,1376,0,255,0,0,1,0,1
8590,21,0,1376,0,105,0,0,1,0,1
8590,14,0,1408,0,255,0,0,1,0,1
8590,2,0,1442,0,255,0,0,1,0,1
8591,22,0,1408,0,121,0,0,1,0,1
8591,37,0,1442,0,174,0,1,1,3,1
8592,14,0,1376,0,255,0,0,1,0,1
8593,21,0,1376,0,106,0,0,1,0,1
8593,14,0,1408,0,255,0,0,1,0,1
8593,2,0,1442,0,255,0,0,1,0,1
8594,22,0,1408,0,122,0,0,1,0,1
8594,36,0,1442,0,139,0,1,1,3,1
8594,14,0,1376,0,255,0,0,1,0,1
8595,21,0,1376,0,107,0,0,1,0,1
8595,14,0,1408,0,255,0,0,1,0,1
8595,2,0,1442,0,255,0,0,1,0,1
8596,22,0,1408,0,123,0,0,1,0,1
8596,36,0,1442,0,140,0,1,1,3,1
8597,14,0,1449,0,255,0,0,1,0,1
8597,2,0,1442,0,255,0,0,1,0,1
8598,22,0,1449,0,124,0,0,1,0,1
8598,23,0,1472,0,252,0,0,1,0,1
8598,36,0,1442,0,141,0,1,1,3,1
8599,14,0,1498,0,255,0,0,1,0,1
8599,2,0,1442,0,255,0,0,1,0,1
8600,23,0,1498,0,253,0,0,1,0,1
8600,36,0,1442,0,142,0,1,1,3,1
8600,14,0,1538,0,255,0,0,1,0,1
8601,24,0,1538,0,255,0,0,1,0,1
8602,14,0,1528,0,255,0,0,1,0,1
8602,2,0,1501,0,255,0,0,1,0,1
8603,23,0,1528,0,254,0,0,1,0,1
8603,36,0,1501,0,143,0,1,1,3,1
8603,14,0,1538,0,255,0,0,1,0,1
8604,24,0,1538,0,255,0,0,1,0,1
8604,14,0,1528,0,255,0,0,1,0,1
8604,2,0,1501,0,255,0,0,1,0,1
8605,23,0,1528,0,255,0,0,1,0,1
8605,36,0,1501,0,144,0,1,1,3,1
8605,14,0,1538,0,255,0,0,1,0,1
8606,24,0,1538,0,255,0,0,1,0,1
8606,2,0,1558,0,255,0,0,1,0,1
8607,36,0,1558,0,145,0,1,1,3,1
8607,14,0,1528,0,255,0,0,1,0,1
8608,23,0,1528,0,255,0,0,1,0,1
8608,24,0,1538,0,255,0,0,1,0,1
8609,14,0,1575,0,255,0,0,1,0,1
8609,2,0,1595,0,255,0,0,1,0,1
8610,24,0,1575,0,255,0,0,1,0,1
8610,36,0,1595,0,146,0,1,1,3,1
8610,14,0,1472,0,255,0,0,1,0,1
8610,2,0,1595,0,255,0,0,1,0,1
8611,23,0,1472,0,255,0,0,1,0,1
8611,36,0,1595,0,147,0,1,1,3,1
8611,14,0,1538,0,255,0,0,1,0,1
8611,2,0,1595,0,255,0,0,1,0,1
8612,24,0,1538,0,255,0,0,1,0,1
8612,36,0,1595,0,148,0,1,1,3,1
8612,2,0,1595,0,255,0,0,1,0,1
8613,36,0,1595,0,149,0,1,1,3,1
8613,14,0,1563,0,255,0,0,1,0,1
8613,2,0,1595,0,255,0,0,1,0,1
8614,24,0,1563,0,255,0,0,1,0,1
8614,36,0,1595,0,150,0,1,1,3,1
8614,14,0,1528,0,255,0,0,1,0,1
8614,2,0,1595,0,255,0,0,1,0,1
8615,23,0,1528,0,255,0,0,1,0,1
8615,36,0,1595,0,151,0,1,1,3,1
8615,14,0,1538,0,255,0,0,1,0,1
8615,2,0,1595,0,255,0,0,1,0,1
8616,24,0,1538,0,255,0,0,1,0,1
8616,37,0,1595,0,175,0,1,1,3,1
8616,14,0,1528,0,255,0,0,1,0,1
8617,23,0,1528,0,255,0,0,1,0,1
8617,14,0,1538,0,255,0,0,1,0,1
8617,2,0,1595,0,255,0,0,1,0,1
8618,24,0,1538,0,255,0,0,1,0,1
8618,37,0,1595,0,176,0,1,1,3,1
8618,14,0,1566,0,255,0,0,1,0,1
8618,2,0,1595,0,255,0,0,1,0,1
8619,24,0,1566,0,255,0,0,1,0,1
8619,37,0,1595,0,177,0,1,1,3,1
8619,14,0,1528,0,255,0,0,1,0,1
8619,2,0,1595,0,255,0,0,1,0,1
8620,23,0,1528,0,255,0,0,1,0,1
8620,37,0,1595,0,178,0,1,1,3,1
8620,14,0,1538,0,255,0,0,1,0,1
8620,2,0,1595,0,255,0,0,1,0,1
8621,24,0,1538,0,255,0,0,1,0,1
8621,37,0,1595,0,179,0,1,1,3,1
8621,14,0,1572,0,255,0,0,1,0,1
8622,24,0,1572,0,255,0,0,1,0,1
8623,14,0,1472,0,255,0,0,1,0,1
8624,23,0,1472,0,255,0,0,1,0,1
8625,14,0,1515,0,255,0,0,1,0,1
8625,2,0,3088,0,255,0,0,1,0,1
8626,23,0,1515,0,255,0,0,1,0,1
8626,36,0,3088,0,152,0,1,1,3,1
8626,14,0,1538,0,255,0,0,1,0,1
8626,2,0,1176,0,255,0,0,1,0,1
8627,24,0,1538,0,255,0,0,1,0,1
8627,25,0,1176,0,160,0,1,1,3,1
8627,2,0,816,0,255,0,0,1,0,1
8628,25,0,816,0,161,0,1,1,3,1
8628,14,0,1566,0,255,0,0,1,0,1
8628,2,0,820,0,255,0,0,1,0,1
8629,24,0,1566,0,255,0,0,1,0,1
8629,24,2,820,0,25,0,1,1,3,1
8629,14,0,1528,0,255,0,0,1,0,1
8629,2,0,822,0,255,0,0,1,0,1
8630,23,0,1528,0,255,0,0,1,0,1
8630,24,2,822,0,26,0,1,1,3,1
8630,14,0,1538,0,255,0,0,1,0,1
8630,2,0,827,0,255,0,0,1,0,1
8631,24,0,1538,0,255,0,0,1,0,1
8631,24,2,827,0,27,0,1,1,3,1
8631,14,0,1528,0,255,0,0,1,0,1
8631,2,0,832,0,255,0,0,1,0,1
8632,23,0,1528,0,255,0,0,1,0,1
8632,24,2,832,0,28,0,1,1,3,1
8632,14,0,1538,0,255,0,0,1,0,1
8632,2,0,837,0,255,0,0,1,0,1
8633,24,0,1538,0,255,0,0,1,0,1
8633,24,2,837,0,29,0,1,1,3,1
8633,2,0,845,0,255,0,0,1,0,1
8634,25,0,845,0,162,0,1,1,0,1
8634,2,0,871,0,255,0,0,1,0,1
8635,26,0,871,0,69,0,1,1,0,1
8635,2,0,1624,0,255,0,0,1,0,1
8636,26,0,1624,0,70,0,1,1,0,1
8636,2,0,1624,0,255,0,0,1,0,1
8637,26,0,1624,0,71,0,1,1,0,1
8637,2,0,1624,0,255,0,0,1,0,1
8638,26,0,1624,0,72,0,1,1,0,1
8639,14,0,1552,0,255,0,0,1,0,1
8640,24,0,1552,0,255,0,0,1,0,1
8641,14,0,1589,0,255,0,0,1,0,1
8642,24,0,1589,0,255,0,0,1,0,1
8642,14,0,1472,0,255,0,0,1,0,1
8642,2,0,1064,0,255,0,0,1,0,1
8643,23,0,1472,0,255,0,0,1,0,1
8643,25,0,1064,0,163,0,1,1,0,1
8643,14,0,1538,0,255,0,0,1,0,1
8644,24,0,1538,0,255,0,0,1,0,1
8644,2,0,1064,0,255,0,0,1,0,1
8645,25,0,1064,0,164,0,1,1,0,1
8645,14,0,1528,0,255,0,0,1,0,1
8645,2,0,1064,0,255,0,0,1,0,1
8646,23,0,1528,0,255,0,0,1,0,1
8646,24,0,1538,0,255,0,0,1,0,1
8646,26,0,1064,0,73,0,1,1,0,1
8647,14,0,1528,0,255,0,0,1,0,1
8648,23,0,1528,0,255,0,0,1,0,1
8648,24,0,1538,0,255,0,0,1,0,1
8649,14,0,1572,0,255,0,0,1,0,1
8650,24,0,1572,0,255,0,0,1,0,1
8650,14,0,1472,0,255,0,0,1,0,1
8650,2,0,1078,0,255,0,0,1,0,1
8651,23,0,1472,0,255,0,0,1,0,1
8651,22,1,1078,0,4,0,1,1,3,1
8652,14,0,1509,0,255,0,0,1,0,1
8652,2,0,1078,0,255,0,0,1,0,1
8653,23,0,1509,0,255,0,0,1,0,1
8653,22,1,1078,0,5,0,1,1,3,1
8653,14,0,1538,0,255,0,0,1,0,1
8653,2,0,1078,0,255,0,0,1,0,1
8654,24,0,1538,0,255,0,0,1,0,1
8654,22,1,1078,0,6,0,1,1,3,1
8655,14,0,1528,0,255,0,0,1,0,1
8656,23,0,1528,0,255,0,0,1,0,1
8656,24,0,1538,0,255,0,0,1,0,1
8657,14,0,1572,0,255,0,0,1,0,1
8658,24,0,1572,0,255,0,0,1,0,1
8658,14,0,1472,0,255,0,0,1,0,1
8658,2,0,1255,0,255,0,0,1,0,1
8659,23,0,1472,0,255,0,0,1,0,1
8659,24,2,1255,0,30,0,1,1,3,1
8659,2,0,1282,0,255,0,0,1,0,1
8660,22,1,1282,0,7,0,1,1,3,1
8660,14,0,1538,0,255,0,0,1,0,1
8660,2,0,1282,0,255,0,0,1,0,1
8661,24,0,1538,0,255,0,0,1,0,1
8661,22,1,1282,0,8,0,1,1,3,1
8661,2,0,1282,0,255,0,0,1,0,1
8662,23,3,1282,0,13,0,1,1,3,1
8662,14,0,1528,0,255,0,0,1,0,1
8662,2,0,1282,0,255,0,0,1,0,1
8663,23,0,1528,0,255,0,0,1,0,1
8663,24,0,1538,0,255,0,0,1,0,1
8663,23,3,1282,0,14,0,1,1,3,1
8663,2,0,1301,0,255,0,0,1,0,1
8664,23,3,1301,0,15,0,1,1,3,1
8664,14,0,1575,0,255,0,0,1,0,1
8664,2,0,1376,0,255,0,0,1,0,1
8665,24,0,1575,0,255,0,0,1,0,1
8665,26,0,1376,0,74,0,1,1,0,1
8665,14,0,1472,0,255,0,0,1,0,1
8665,2,0,1376,0,255,0,0,1,0,1
8666,23,0,1472,0,255,0,0,1,0,1
8666,26,0,1376,0,75,0,1,1,0,1
8667,14,0,1515,0,255,0,0,1,0,1
8667,2,0,1376,0,255,0,0,1,0,1
8668,23,0,1515,0,255,0,0,1,0,1
8668,26,0,1376,0,76,0,1,1,0,1
8668,14,0,1538,0,255,0,0,1,0,1
8668,2,0,1390,0,255,0,0,1,0,1
8669,24,0,1538,0,255,0,0,1,0,1
8669,26,0,1390,0,77,0,1,1,0,1
8670,14,0,1542,0,255,0,0,1,0,1
8670,2,0,1376,0,255,0,0,1,0,1
8671,24,0,1542,0,255,0,0,1,0,1
8671,26,0,1376,0,78,0,1,1,0,1
8672,14,0,1579,0,255,0,0,1,0,1
8673,24,0,1579,0,255,0,0,1,0,1
8673,14,0,1472,0,255,0,0,1,0,1
8674,23,0,1472,0,255,0,0,1,0,1
8674,14,0,1538,0,255,0,0,1,0,1
8675,24,0,1538,0,255,0,0,1,0,1
8676,14,0,1566,0,255,0,0,1,0,1
8676,2,0,1347,0,255,0,0,1,0,1
8677,24,0,1566,0,255,0,0,1,0,1
8677,26,0,1347,0,79,0,1,1,0,1
8677,2,0,1437,0,255,0,0,1,0,1
8678,43,0,1437,0,32,0,1,1,3,1
8678,14,0,1472,0,255,0,0,1,0,1
8678,2,0,1376,0,255,0,0,1,0,1
8679,23,0,1472,0,255,0,0,1,0,1
8679,25,0,1376,0,165,0,1,1,0,1
8679,2,0,1390,0,255,0,0,1,0,1
8680,26,0,1390,0,80,0,1,1,0,1
8680,14,0,1505,0,255,0,0,1,0,1
8680,2,0,1376,0,255,0,0,1,0,1
8681,23,0,1505,0,255,0,0,1,0,1
8681,26,0,1664,0,37,0,0,1,0,1
8681,26,0,1376,0,81,0,1,1,0,1
8681,2,0,1390,0,255,0,0,1,0,1
8682,26,0,1390,0,82,0,1,1,0,1
8682,14,0,1689,0,255,0,0,1,0,1
8683,26,0,1689,0,38,0,0,1,0,1
8683,14,0,1768,0,255,0,0,1,0,1
8683,2,0,1376,0,255,0,0,1,0,1
8684,27,0,1768,0,40,0,0,1,0,1
8684,26,0,1376,0,83,0,1,1,0,1
8684,2,0,1390,0,255,0,0,1,0,1
8685,26,0,1390,0,84,0,1,1,0,1
8685,0,0,848,0,25,0,0,1,0,1
8685,2,0,1376,0,255,0,0,1,0,1
8686,13,1,848,0,23,0,0,1,0,1
8686,26,0,1376,0,85,0,1,1,0,1
8686,3,0,640,0,45,0,0,1,0,1
8686,2,0,1390,0,255,0,0,1,0,1
8687,10,0,640,0,23,0,0,1,0,1
8687,26,0,1390,0,86,0,1,1,0,1
8687,3,0,708,0,46,0,0,1,0,1
8688,11,0,708,0,23,0,0,1,0,1
8688,2,0,1416,0,255,0,0,1,0,1
8689,23,3,1416,0,16,0,1,1,0,1
8689,4,0,3758,0,26,0,0,1,0,1
8690,58,0,3758,0,23,0,0,1,0,1
8690,59,0,3778,0,24,0,0,1,0,1
8691,14,0,1794,0,255,0,0,1,0,1
8692,28,1,1794,0,18,0,0,1,0,1
8692,14,0,1703,0,255,0,0,1,0,1
8692,2,0,1376,0,255,0,0,1,0,1
8693,26,0,1703,0,39,0,0,1,0,1
8693,25,0,1376,0,166,0,1,1,0,1
8693,14,0,1728,0,255,0,0,1,0,1
8693,2,0,1437,0,255,0,0,1,0,1
8694,27,0,1728,0,41,0,0,1,0,1
8694,42,1,1437,0,130,0,1,1,3,1
8694,15,0,1181,0,77,0,0,1,0,1
8694,2,0,1381,0,255,0,0,1,0,1
8695,18,0,1181,0,15,0,0,1,0,1
8695,36,0,1381,0,153,0,1,1,0,1
8695,15,0,1104,0,78,0,0,1,0,1
8695,2,0,1390,0,255,0,0,1,0,1
8696,17,0,1104,0,12,0,0,1,0,1
8696,26,0,1390,0,87,0,1,1,0,1
8696,2,0,1376,0,255,0,0,1,0,1
8697,25,0,1376,0,167,0,1,1,0,1
8697,13,0,2560,0,255,0,0,1,0,1
8697,2,0,1376,0,255,0,0,1,0,1
8698,40,0,2560,0,17,0,0,1,0,1
8698,26,0,1376,0,88,0,1,1,0,1
8698,13,0,2800,0,255,0,0,1,0,1
8698,2,0,1381,0,255,0,0,1,0,1
8699,43,0,2800,0,51,0,0,1,0,1
8699,36,0,1381,0,154,0,1,1,0,1
8699,13,0,2574,0,255,0,0,1,0,1
8699,2,0,1390,0,255,0,0,1,0,1
8700,40,0,2574,0,18,0,0,1,0,1
8700,26,0,1390,0,89,0,1,1,0,1
8700,2,0,1381,0,255,0,0,1,0,1
8701,36,0,1381,0,155,0,1,1,0,1
8701,13,0,2601,0,255,0,0,1,0,1
8701,2,0,1390,0,255,0,0,1,0,1
8702,40,0,2601,0,19,0,0,1,0,1
8702,41,0,2624,0,17,0,0,1,0,1
8702,26,0,1390,0,90,0,1,1,0,1
8702,2,0,1395,0,255,0,0,1,0,1
8703,37,0,1395,0,180,0,1,1,0,1
8703,13,0,2841,0,255,0,0,1,0,1
8703,2,0,1376,0,255,0,0,1,0,1
8704,44,0,2841,0,17,0,0,1,0,1
8704,41,0,2657,0,18,0,0,1,0,1
8704,26,0,1376,0,91,0,1,1,0,1
8704,2,0,1381,0,255,0,0,1,0,1
8705,36,0,1381,0,156,0,1,1,0,1
8705,13,0,2697,0,255,0,0,1,0,1
8706,42,0,2697,0,43,0,0,1,0,1
8706,13,0,2751,0,255,0,0,1,0,1
8707,42,0,2751,0,44,0,0,1,0,1
8707,13,0,2755,0,255,0,0,1,0,1
8708,43,0,2755,0,52,0,0,1,0,1
8708,13,0,2736,0,255,0,0,1,0,1
8708,2,0,1484,0,255,0,0,1,0,1
8709,42,0,2736,0,45,0,0,1,0,1
8709,26,0,1484,0,92,0,1,1,0,1
8709,13,0,2755,0,255,0,0,1,0,1
8709,2,0,1492,0,255,0,0,1,0,1
8710,43,0,2755,0,53,0,0,1,0,1
8710,36,0,1492,0,157,0,1,1,0,1
8710,13,0,2736,0,255,0,0,1,0,1
8710,2,0,1437,0,255,0,0,1,0,1
8711,42,0,2736,0,46,0,0,1,0,1
8711,42,1,1437,0,131,0,1,1,3,1
8711,13,0,2755,0,255,0,0,1,0,1
8711,2,0,1528,0,255,0,0,1,0,1
8712,43,0,2755,0,54,0,0,1,0,1
8712,25,0,1528,0,168,0,1,1,0,1
8712,13,0,2736,0,255,0,0,1,0,1
8712,2,0,1533,0,255,0,0,1,0,1
8713,42,0,2736,0,47,0,0,1,0,1
8713,36,0,1533,0,158,0,1,1,0,1
8713,13,0,2755,0,255,0,0,1,0,1
8713,2,0,1542,0,255,0,0,1,0,1
8714,43,0,2755,0,55,0,0,1,0,1
8714,26,0,1542,0,93,0,1,1,0,1
8714,13,0,2781,0,255,0,0,1,0,1
8714,2,0,1547,0,255,0,0,1,0,1
8715,43,0,2781,0,56,0,0,1,0,1
8715,37,0,1547,0,181,0,1,1,0,1
8715,1,0,288,0,49,0,0,1,0,1
8715,2,0,1528,0,255,0,0,1,0,1
8716,4,0,288,0,20,0,0,1,0,1
8716,25,0,1528,0,169,0,1,1,0,1
8716,1,0,322,0,50,0,0,1,0,1
8716,2,0,1533,0,255,0,0,1,0,1
8717,5,0,322,0,27,0,0,1,0,1
8717,36,0,1533,0,159,0,1,1,0,1
8717,2,0,1542,0,255,0,0,1,0,1
8718,26,0,1542,0,94,0,1,1,0,1
8718,1,0,352,0,51,0,0,1,0,1
8718,2,0,1547,0,255,0,0,1,0,1
8719,5,0,352,0,28,0,0,1,0,1
8719,37,0,1547,0,182,0,1,1,0,1
8719,15,0,1137,0,79,0,0,1,0,1
8719,2,0,1528,0,255,0,0,1,0,1
8720,17,0,1137,0,13,0,0,1,0,1
8720,26,0,1528,0,95,0,1,1,0,1
8720,15,0,1153,0,80,0,0,1,0,1
8720,2,0,1533,0,255,0,0,1,0,1
8721,18,0,1153,0,16,0,0,1,0,1
8721,36,0,1533,0,160,0,1,1,0,1
8721,13,0,2864,0,255,0,0,1,0,1
8721,2,0,1568,0,255,0,0,1,0,1
8722,44,0,2864,0,18,0,0,1,0,1
8722,23,3,1568,0,17,0,1,1,0,1
8722,13,0,2883,0,255,0,0,1,0,1
8723,45,0,2883,0,14,0,0,1,0,1
8724,13,0,2944,0,255,0,0,1,0,1
8724,2,0,1528,0,255,0,0,1,0,1
8725,46,0,2944,0,7,0,0,1,0,1
8725,25,0,1528,0,170,0,1,1,0,1
8725,13,0,3008,0,255,0,0,1,0,1
8725,2,0,1542,0,255,0,0,1,0,1
8726,47,0,3008,0,8,0,0,1,0,1
8726,26,0,1542,0,96,0,1,1,0,1
8726,2,0,1584,0,255,0,0,1,0,1
8727,42,1,1584,0,132,0,1,1,3,1
8727,13,0,3070,0,255,0,0,1,0,1
8727,2,0,1533,0,255,0,0,1,0,1
8728,47,0,3070,0,9,0,0,1,0,1
8728,48,0,3073,0,9,0,0,1,0,1
8728,36,0,1533,0,161,0,1,1,0,1
8728,2,0,1547,0,255,0,0,1,0,1
8729,37,0,1547,0,183,0,1,1,0,1
8729,13,0,1296,0,255,0,0,1,0,1
8729,2,0,1528,0,255,0,0,1,0,1
8730,20,1,1296,0,9,0,0,1,0,1
8730,25,0,1528,0,171,0,1,1,0,1
8730,13,0,1323,0,255,0,0,1,0,1
8730,2,0,1542,0,255,0,0,1,0,1
8731,20,1,1323,0,10,0,0,1,0,1
8731,26,0,1542,0,97,0,1,1,0,1
8731,13,0,1344,0,255,0,0,1,0,1
8731,2,0,1533,0,255,0,0,1,0,1
8732,21,1,1344,0,10,0,0,1,0,1
8732,36,0,1533,0,162,0,1,1,0,1
8732,2,0,1528,0,255,0,0,1,0,1
8733,26,0,1528,0,98,0,1,1,0,1
8733,13,0,1369,0,255,0,0,1,0,1
8733,2,0,1533,0,255,0,0,1,0,1
8734,21,1,1369,0,11,0,0,1,0,1
8734,36,0,1533,0,163,0,1,1,0,1
8734,2,0,1542,0,255,0,0,1,0,1
8735,26,0,1542,0,99,0,1,1,0,1
8735,13,0,1408,0,255,0,0,1,0,1
8736,22,1,1408,0,61,0,0,1,0,1
8737,13,0,1447,0,255,0,0,1,0,1
8737,2,0,1492,0,255,0,0,1,0,1
8738,22,1,1447,0,62,0,0,1,0,1
8738,36,0,1492,0,164,0,1,1,0,1
8738,2,0,1484,0,255,0,0,1,0,1
8739,26,0,1484,0,100,0,1,1,0,1
8739,13,0,1435,0,255,0,0,1,0,1
8739,2,0,1528,0,255,0,0,1,0,1
8740,22,1,1435,0,63,0,0,1,0,1
8740,25,0,1528,0,172,0,1,1,0,1
8740,2,0,1584,0,255,0,0,1,0,1
8741,42,1,1584,0,133,0,1,1,3,1
8741,13,0,1435,0,255,0,0,1,0,1
8741,2,0,1542,0,255,0,0,1,0,1
8742,22,1,1435,0,64,0,0,1,0,1
8742,26,0,1542,0,101,0,1,1,0,1
8742,2,0,1533,0,255,0,0,1,0,1
8743,36,0,1533,0,165,0,1,1,0,1
8743,13,0,1435,0,255,0,0,1,0,1
8743,2,0,1547,0,255,0,0,1,0,1
8744,22,1,1435,0,65,0,0,1,0,1
8744,37,0,1547,0,184,0,1,1,0,1
8744,2,0,1528,0,255,0,0,1,0,1
8745,25,0,1528,0,173,0,1,1,0,1
8745,13,0,1408,0,255,0,0,1,0,1
8745,2,0,1542,0,255,0,0,1,0,1
8746,22,1,1408,0,66,0,0,1,0,1
8746,26,0,1542,0,102,0,1,1,0,1
8746,2,0,1547,0,255,0,0,1,0,1
8747,36,0,1547,0,166,0,1,1,0,1
8747,2,0,1568,0,255,0,0,1,0,1
8748,22,1,1568,0,9,0,1,1,0,1
8748,13,0,1442,0,255,0,0,1,0,1
8749,22,1,1442,0,67,0,0,1,0,1
8750,13,0,1431,0,255,0,0,1,0,1
8750,2,0,1528,0,255,0,0,1,0,1
8751,22,1,1431,0,68,0,0,1,0,1
8751,25,0,1528,0,174,0,1,1,0,1
8751,2,0,1533,0,255,0,0,1,0,1
8752,36,0,1533,0,167,0,1,1,0,1
8752,13,0,1435,0,255,0,0,1,0,1
8752,2,0,1542,0,255,0,0,1,0,1
8753,22,1,1435,0,69,0,0,1,0,1
8753,26,0,1542,0,103,0,1,1,0,1
8753,2,0,1584,0,255,0,0,1,0,1
8754,42,1,1584,0,134,0,1,1,3,1
8754,13,0,1431,0,255,0,0,1,0,1
8754,2,0,1547,0,255,0,0,1,0,1
8755,22,1,1431,0,70,0,0,1,0,1
8755,36,0,1547,0,168,0,1,1,0,1
8755,2,0,1528,0,255,0,0,1,0,1
8756,25,0,1528,0,175,0,1,1,0,1
8756,13,0,1459,0,255,0,0,1,0,1
8756,2,0,1542,0,255,0,0,1,0,1
8757,22,1,1459,0,71,0,0,1,0,1
8757,26,0,1542,0,104,0,1,1,0,1
8757,13,0,1472,0,255,0,0,1,0,1
8757,2,0,1533,0,255,0,0,1,0,1
8758,23,1,1472,0,18,0,0,1,0,1
8758,36,0,1533,0,169,0,1,1,0,1
8758,2,0,1568,0,255,0,0,1,0,1
8759,22,1,1568,0,10,0,1,1,0,1
8759,13,0,1510,0,255,0,0,1,0,1
8760,23,1,1510,0,19,0,0,1,0,1
8760,2,0,1484,0,255,0,0,1,0,1
8761,26,0,1484,0,105,0,1,1,0,1
8761,13,0,1475,0,255,0,0,1,0,1
8761,2,0,1492,0,255,0,0,1,0,1
8762,23,1,1475,0,20,0,0,1,0,1
8762,36,0,1492,0,170,0,1,1,0,1
8763,13,0,1510,0,255,0,0,1,0,1
8763,2,0,1528,0,255,0,0,1,0,1
8764,23,1,1510,0,21,0,0,1,0,1
8764,25,0,1528,0,176,0,1,1,0,1
8764,13,0,1550,0,255,0,0,1,0,1
8764,2,0,1584,0,255,0,0,1,0,1
8765,24,1,1550,0,45,0,0,1,0,1
8765,42,1,1584,0,135,0,1,1,3,1
8765,2,0,1533,0,255,0,0,1,0,1
8766,36,0,1533,0,171,0,1,1,0,1
8766,13,0,1580,0,255,0,0,1,0,1
8766,2,0,1542,0,255,0,0,1,0,1
8767,24,1,1580,0,46,0,0,1,0,1
8767,26,0,1542,0,106,0,1,1,0,1
8767,13,0,1600,0,255,0,0,1,0,1
8767,2,0,1528,0,255,0,0,1,0,1
8768,25,1,1600,0,36,0,0,1,0,1
8768,25,0,1528,0,177,0,1,1,0,1
8768,13,0,1584,0,255,0,0,1,0,1
8768,2,0,1533,0,255,0,0,1,0,1
8769,24,1,1584,0,47,0,0,1,0,1
8769,36,0,1533,0,172,0,1,1,0,1
8769,13,0,1600,0,255,0,0,1,0,1
8769,2,0,1568,0,255,0,0,1,0,1
8770,25,1,1600,0,37,0,0,1,0,1
8770,22,1,1568,0,11,0,1,1,0,1
8770,13,0,1584,0,255,0,0,1,0,1
8771,24,1,1584,0,48,0,0,1,0,1
8771,2,0,1528,0,255,0,0,1,0,1
8772,25,0,1528,0,178,0,1,1,0,1
8772,13,0,1600,0,255,0,0,1,0,1
8772,2,0,1533,0,255,0,0,1,0,1
8773,25,1,1600,0,38,0,0,1,0,1
8773,36,0,1533,0,173,0,1,1,0,1
8773,13,0,1584,0,255,0,0,1,0,1
8773,2,0,1542,0,255,0,0,1,0,1
8774,24,1,1584,0,49,0,0,1,0,1
8774,26,0,1542,0,107,0,1,1,0,1
8774,13,0,1600,0,255,0,0,1,0,1
8774,2,0,1584,0,255,0,0,1,0,1
8775,25,1,1600,0,39,0,0,1,0,1
8775,42,1,1584,0,136,0,1,1,3,1
8775,13,0,1584,0,255,0,0,1,0,1
8775,2,0,1547,0,255,0,0,1,0,1
8776,24,1,1584,0,50,0,0,1,0,1
8776,36,0,1547,0,174,0,1,1,0,1
