cycle,set,way,pc_sig,recency,hits,prefetch,dirty,reused,access_type,hit
22593,17,1,1089,0,255,0,0,1,0,1
22593,14,0,1064,0,255,0,0,1,0,1
22593,2,0,1684,0,255,0,0,1,0,1
22594,16,1,1064,0,255,0,0,1,0,1
22594,41,1,1684,0,255,0,1,1,3,1
22594,14,0,1089,0,255,0,0,1,0,1
22594,2,0,1789,0,255,0,0,1,0,1
22595,17,1,1089,0,255,0,0,1,0,1
22595,21,1,1789,0,94,0,1,1,3,1
22595,14,0,1064,0,255,0,0,1,0,1
22595,2,0,1703,0,255,0,0,1,0,1
22596,16,1,1064,0,255,0,0,1,0,1
22596,25,0,1703,0,255,0,1,1,0,1
22596,14,0,1089,0,255,0,0,1,0,1
22596,2,0,3763,0,255,0,0,1,0,1
22597,17,1,1089,0,255,0,0,1,0,1
22597,41,1,3763,0,255,0,1,1,3,1
22597,14,0,1064,0,255,0,0,1,0,1
22597,2,0,3773,0,255,0,0,1,0,1
22598,16,1,1064,0,255,0,0,1,0,1
22598,41,1,3773,0,255,0,1,1,3,1
22598,14,0,1089,0,255,0,0,1,0,1
22598,2,0,3783,0,255,0,0,1,0,1
22599,17,1,1089,0,255,0,0,1,0,1
22599,42,1,3783,0,255,0,1,1,3,1
22599,14,0,1064,0,255,0,0,1,0,1
22599,2,0,3793,0,255,0,0,1,0,1
22600,16,1,1064,0,255,0,0,1,0,1
22600,42,1,3793,0,255,0,1,1,3,1
22600,14,0,1089,0,255,0,0,1,0,1
22600,2,0,3803,0,255,0,0,1,0,1
22601,17,1,1089,0,255,0,0,1,0,1
22601,42,1,3803,0,255,0,1,1,3,1
22601,14,0,1064,0,255,0,0,1,0,1
22601,2,0,1707,0,255,0,0,1,0,1
22602,16,1,1064,0,255,0,0,1,0,1
22602,41,1,1707,0,255,0,1,1,3,1
22602,14,0,1089,0,255,0,0,1,0,1
22602,2,0,1711,0,255,0,0,1,0,1
22603,17,1,1089,0,255,0,0,1,0,1
22603,36,0,1711,0,255,0,1,1,0,1
22603,14,0,1064,0,255,0,0,1,0,1
22603,2,0,1725,0,255,0,0,1,0,1
22604,16,1,1064,0,255,0,0,1,0,1
22604,24,2,1725,0,255,0,1,1,0,1
22604,2,0,1734,0,255,0,0,1,0,1
22605,25,0,1734,0,255,0,1,1,0,1
22605,14,0,2589,0,255,0,0,1,0,1
22606,42,2,2589,0,54,0,0,1,0,1
22606,2,0,1717,0,255,0,0,1,0,1
22607,41,1,1717,0,255,0,1,1,3,1
22607,15,0,2657,0,72,0,0,1,0,1
22608,24,1,2657,0,54,0,0,1,0,1
22608,14,0,1086,0,255,0,0,1,0,1
22609,16,1,1086,0,255,0,0,1,0,1
22609,17,1,1089,0,255,0,0,1,0,1
22610,14,0,1064,0,255,0,0,1,0,1
22610,2,0,1126,0,255,0,0,1,0,1
22611,16,1,1064,0,255,0,0,1,0,1
22611,17,1,1089,0,255,0,0,1,0,1
22611,25,0,1126,0,255,0,1,1,3,1
22611,2,0,1132,0,255,0,0,1,0,1
22612,25,0,1132,0,255,0,1,1,3,1
22612,14,0,1119,0,255,0,0,1,0,1
22612,2,0,2597,0,255,0,0,1,0,1
22613,17,1,1119,0,255,0,0,1,0,1
22613,30,0,2597,0,255,0,1,1,3,1
22613,14,0,1153,0,255,0,0,1,0,1
22613,2,0,2601,0,255,0,0,1,0,1
22614,18,1,1153,0,74,0,0,1,0,1
22614,30,0,2601,0,255,0,1,1,3,1
22615,14,0,1179,0,255,0,0,1,0,1
22616,18,1,1179,0,75,0,0,1,0,1
22616,14,0,1752,0,255,0,0,1,0,1
22617,27,0,1752,0,182,0,0,1,0,1
22617,14,0,1233,0,255,0,0,1,0,1
22617,2,0,2746,0,255,0,0,1,0,1
22618,19,0,1233,0,125,0,0,1,0,1
22618,31,0,2746,0,255,0,1,1,3,1
22618,14,0,1305,0,255,0,0,1,0,1
22618,2,0,2746,0,255,0,0,1,0,1
22619,20,0,1305,0,193,0,0,1,0,1
22619,31,0,2746,0,255,0,1,1,3,1
22620,14,0,1365,0,255,0,0,1,0,1
22620,2,0,2746,0,255,0,0,1,0,1
22621,21,0,1365,0,255,0,0,1,0,1
22621,31,0,2746,0,255,0,1,1,3,1
22621,14,0,1408,0,255,0,0,1,0,1
22622,22,0,1408,0,255,0,0,1,0,1
22623,14,0,1376,0,255,0,0,1,0,1
22623,2,0,2746,0,255,0,0,1,0,1
22624,21,0,1376,0,255,0,0,1,0,1
22624,31,0,2746,0,255,0,1,1,3,1
22624,14,0,1408,0,255,0,0,1,0,1
22625,22,0,1408,0,255,0,0,1,0,1
22625,14,0,1376,0,255,0,0,1,0,1
22626,21,0,1376,0,255,0,0,1,0,1
22626,14,0,1408,0,255,0,0,1,0,1
22626,2,0,332,0,255,0,0,1,0,1
22627,22,0,1408,0,255,0,0,1,0,1
22627,31,0,332,0,255,0,1,1,3,1
22627,14,0,1376,0,255,0,0,1,0,1
22627,2,0,337,0,255,0,0,1,0,1
22628,21,0,1376,0,255,0,0,1,0,1
22628,32,2,337,0,51,0,1,1,3,1
22628,14,0,1408,0,255,0,0,1,0,1
22629,22,0,1408,0,255,0,0,1,0,1
22630,14,0,1449,0,255,0,0,1,0,1
22630,2,0,352,0,255,0,0,1,0,1
22631,22,0,1449,0,255,0,0,1,0,1
22631,31,0,352,0,255,0,1,1,3,1
22631,14,0,1328,0,255,0,0,1,0,1
22631,2,0,1153,0,255,0,0,1,0,1
22632,20,0,1328,0,194,0,0,1,0,1
22632,25,0,1153,0,255,0,1,1,3,1
22632,14,0,1344,0,255,0,0,1,0,1
22632,2,0,2864,0,255,0,0,1,0,1
22633,21,0,1344,0,255,0,0,1,0,1
22633,25,0,2864,0,255,0,1,1,3,1
22633,14,0,1371,0,255,0,0,1,0,1
22633,2,0,2866,0,255,0,0,1,0,1
22634,21,0,1371,0,255,0,0,1,0,1
22634,24,2,2866,0,255,0,1,1,3,1
22634,14,0,1408,0,255,0,0,1,0,1
22634,2,0,2871,0,255,0,0,1,0,1
22635,22,0,1408,0,255,0,0,1,0,1
22635,24,2,2871,0,255,0,1,1,3,1
22635,14,0,1376,0,255,0,0,1,0,1
22635,2,0,2875,0,255,0,0,1,0,1
22636,21,0,1376,0,255,0,0,1,0,1
22636,24,2,2875,0,255,0,1,1,3,1
22636,14,0,1408,0,255,0,0,1,0,1
22636,2,0,3079,0,255,0,0,1,0,1
22637,22,0,1408,0,255,0,0,1,0,1
22637,24,2,3079,0,255,0,1,1,3,1
22637,14,0,1376,0,255,0,0,1,0,1
22637,2,0,1296,0,255,0,0,1,0,1
22638,21,0,1376,0,255,0,0,1,0,1
22638,24,2,1296,0,255,0,1,1,3,1
22638,14,0,1408,0,255,0,0,1,0,1
22638,2,0,1304,0,255,0,0,1,0,1
22639,22,0,1408,0,255,0,0,1,0,1
22639,24,2,1304,0,255,0,1,1,3,1
22639,14,0,1376,0,255,0,0,1,0,1
22639,2,0,1306,0,255,0,0,1,0,1
22640,21,0,1376,0,255,0,0,1,0,1
22640,24,2,1306,0,255,0,1,1,3,1
22640,14,0,1408,0,255,0,0,1,0,1
22640,2,0,1307,0,255,0,0,1,0,1
22641,22,0,1408,0,255,0,0,1,0,1
22641,23,3,1307,0,95,0,1,1,3,1
22641,2,0,1310,0,255,0,0,1,0,1
22642,36,0,1310,0,255,0,1,1,3,1
22642,14,0,1449,0,255,0,0,1,0,1
22642,2,0,1369,0,255,0,0,1,0,1
22643,22,0,1449,0,255,0,0,1,0,1
22643,37,0,1369,0,255,0,1,1,3,1
22643,14,0,1328,0,255,0,0,1,0,1
22643,2,0,1411,0,255,0,0,1,0,1
22644,20,0,1328,0,195,0,0,1,0,1
22644,32,2,1411,0,52,0,1,1,0,1
22644,14,0,1365,0,255,0,0,1,0,1
22644,2,0,1416,0,255,0,0,1,0,1
22645,21,0,1365,0,255,0,0,1,0,1
22645,42,1,1416,0,255,0,1,1,0,1
22645,2,0,1411,0,255,0,0,1,0,1
22646,31,0,1411,0,255,0,1,1,0,1
22648,2,0,1411,0,255,0,0,1,0,1
22649,31,0,1411,0,255,0,1,1,0,1
22649,14,0,1376,0,255,0,0,1,0,1
22649,2,0,1442,0,255,0,0,1,0,1
22650,21,0,1376,0,255,0,0,1,0,1
22650,37,0,1442,0,255,0,1,1,3,1
22651,14,0,1404,0,255,0,0,1,0,1
22651,2,0,1442,0,255,0,0,1,0,1
22652,21,0,1404,0,255,0,0,1,0,1
22652,22,0,1408,0,255,0,0,1,0,1
22652,37,0,1442,0,255,0,1,1,3,1
22653,14,0,1376,0,255,0,0,1,0,1
22653,2,0,1442,0,255,0,0,1,0,1
22654,21,0,1376,0,255,0,0,1,0,1
22654,22,0,1408,0,255,0,0,1,0,1
22654,37,0,1442,0,255,0,1,1,3,1
22655,14,0,1376,0,255,0,0,1,0,1
22655,2,0,1442,0,255,0,0,1,0,1
22656,21,0,1376,0,255,0,0,1,0,1
22656,22,0,1408,0,255,0,0,1,0,1
22656,37,0,1442,0,255,0,1,1,3,1
22657,14,0,1376,0,255,0,0,1,0,1
22658,21,0,1376,0,255,0,0,1,0,1
22658,22,0,1408,0,255,0,0,1,0,1
22658,2,0,1442,0,255,0,0,1,0,1
22659,36,0,1442,0,255,0,1,1,3,1
22659,14,0,1376,0,255,0,0,1,0,1
22660,21,0,1376,0,255,0,0,1,0,1
22660,22,0,1408,0,255,0,0,1,0,1
22660,2,0,1442,0,255,0,0,1,0,1
22661,36,0,1442,0,255,0,1,1,3,1
22661,14,0,1442,0,255,0,0,1,0,1
22662,22,0,1442,0,255,0,0,1,0,1
22662,14,0,1472,0,255,0,0,1,0,1
22662,2,0,1442,0,255,0,0,1,0,1
22663,23,0,1472,0,255,0,0,1,0,1
22663,36,0,1442,0,255,0,1,1,3,1
22664,14,0,1501,0,255,0,0,1,0,1
22664,2,0,1442,0,255,0,0,1,0,1
22665,23,0,1501,0,255,0,0,1,0,1
22665,36,0,1442,0,255,0,1,1,3,1
22665,14,0,1538,0,255,0,0,1,0,1
22666,24,0,1538,0,255,0,0,1,0,1
22667,14,0,1566,0,255,0,0,1,0,1
22667,2,0,1501,0,255,0,0,1,0,1
22668,24,0,1566,0,255,0,0,1,0,1
22668,23,0,1528,0,255,0,0,1,0,1
22668,36,0,1501,0,255,0,1,1,3,1
22669,14,0,1538,0,255,0,0,1,0,1
22669,2,0,1501,0,255,0,0,1,0,1
22670,24,0,1538,0,255,0,0,1,0,1
22670,23,0,1528,0,255,0,0,1,0,1
22670,36,0,1501,0,255,0,1,1,3,1
22671,14,0,1566,0,255,0,0,1,0,1
22671,2,0,1558,0,255,0,0,1,0,1
22672,24,0,1566,0,255,0,0,1,0,1
22672,36,0,1558,0,255,0,1,1,3,1
22672,14,0,1528,0,255,0,0,1,0,1
22673,23,0,1528,0,255,0,0,1,0,1
22673,14,0,1538,0,255,0,0,1,0,1
22674,24,0,1538,0,255,0,0,1,0,1
22674,14,0,1575,0,255,0,0,1,0,1
22674,2,0,1595,0,255,0,0,1,0,1
22675,24,0,1575,0,255,0,0,1,0,1
22675,36,0,1595,0,255,0,1,1,3,1
22675,14,0,1472,0,255,0,0,1,0,1
22675,2,0,1595,0,255,0,0,1,0,1
22676,23,0,1472,0,255,0,0,1,0,1
22676,36,0,1595,0,255,0,1,1,3,1
22677,14,0,1538,0,255,0,0,1,0,1
22677,2,0,1595,0,255,0,0,1,0,1
22678,24,0,1538,0,255,0,0,1,0,1
22678,36,0,1595,0,255,0,1,1,3,1
22678,2,0,1595,0,255,0,0,1,0,1
22679,36,0,1595,0,255,0,1,1,3,1
22679,14,0,1528,0,255,0,0,1,0,1
22679,2,0,1595,0,255,0,0,1,0,1
22680,23,0,1528,0,255,0,0,1,0,1
22680,24,0,1538,0,255,0,0,1,0,1
22680,36,0,1595,0,255,0,1,1,3,1
22680,2,0,1595,0,255,0,0,1,0,1
22681,36,0,1595,0,255,0,1,1,3,1
22681,14,0,1563,0,255,0,0,1,0,1
22682,24,0,1563,0,255,0,0,1,0,1
22682,14,0,1528,0,255,0,0,1,0,1
22682,2,0,1595,0,255,0,0,1,0,1
22683,23,0,1528,0,255,0,0,1,0,1
22683,37,0,1595,0,255,0,1,1,3,1
22683,14,0,1538,0,255,0,0,1,0,1
22683,2,0,1595,0,255,0,0,1,0,1
22684,24,0,1538,0,255,0,0,1,0,1
22684,37,0,1595,0,255,0,1,1,3,1
22684,14,0,1528,0,255,0,0,1,0,1
22684,2,0,1595,0,255,0,0,1,0,1
22685,23,0,1528,0,255,0,0,1,0,1
22685,37,0,1595,0,255,0,1,1,3,1
22685,14,0,1538,0,255,0,0,1,0,1
22685,2,0,1595,0,255,0,0,1,0,1
22686,24,0,1538,0,255,0,0,1,0,1
22686,37,0,1595,0,255,0,1,1,3,1
22686,14,0,1563,0,255,0,0,1,0,1
22687,24,0,1563,0,255,0,0,1,0,1
22688,14,0,1472,0,255,0,0,1,0,1
22689,23,0,1472,0,255,0,0,1,0,1
22690,14,0,1501,0,255,0,0,1,0,1
22690,2,0,1595,0,255,0,0,1,0,1
22691,23,0,1501,0,255,0,0,1,0,1
22691,37,0,1595,0,255,0,1,1,3,1
22691,2,0,3088,0,255,0,0,1,0,1
22692,36,0,3088,0,255,0,1,1,3,1
22692,14,0,1538,0,255,0,0,1,0,1
22692,2,0,845,0,255,0,0,1,0,1
22693,24,0,1538,0,255,0,0,1,0,1
22693,25,0,845,0,255,0,1,1,0,1
22693,2,0,1176,0,255,0,0,1,0,1
22694,25,0,1176,0,255,0,1,1,3,1
22694,14,0,1528,0,255,0,0,1,0,1
22694,2,0,816,0,255,0,0,1,0,1
22695,23,0,1528,0,255,0,0,1,0,1
22695,24,0,1538,0,255,0,0,1,0,1
22695,25,0,816,0,255,0,1,1,3,1
22695,2,0,820,0,255,0,0,1,0,1
22696,24,2,820,0,255,0,1,1,3,1
22696,14,0,1563,0,255,0,0,1,0,1
22696,2,0,822,0,255,0,0,1,0,1
22697,24,0,1563,0,255,0,0,1,0,1
22697,24,2,822,0,255,0,1,1,3,1
22697,14,0,1528,0,255,0,0,1,0,1
22697,2,0,827,0,255,0,0,1,0,1
22698,23,0,1528,0,255,0,0,1,0,1
22698,24,2,827,0,255,0,1,1,3,1
22698,14,0,1538,0,255,0,0,1,0,1
22698,2,0,832,0,255,0,0,1,0,1
22699,24,0,1538,0,255,0,0,1,0,1
22699,24,2,832,0,255,0,1,1,3,1
22699,14,0,1568,0,255,0,0,1,0,1
22699,2,0,837,0,255,0,0,1,0,1
22700,24,0,1568,0,255,0,0,1,0,1
22700,24,2,837,0,255,0,1,1,3,1
22700,2,0,871,0,255,0,0,1,0,1
22701,26,0,871,0,255,0,1,1,0,1
22701,2,0,1064,0,255,0,0,1,0,1
22702,25,0,1064,0,255,0,1,1,0,1
22703,2,0,1064,0,255,0,0,1,0,1
22704,25,0,1064,0,255,0,1,1,0,1
22705,2,0,1064,0,255,0,0,1,0,1
22706,26,0,1064,0,255,0,1,1,0,1
22706,14,0,1584,0,255,0,0,1,0,1
22706,2,0,1064,0,255,0,0,1,0,1
22707,24,0,1584,0,255,0,0,1,0,1
22707,26,0,1064,0,255,0,1,1,0,1
22707,14,0,1472,0,255,0,0,1,0,1
22708,23,0,1472,0,255,0,0,1,0,1
22708,14,0,1538,0,255,0,0,1,0,1
22708,2,0,1064,0,255,0,0,1,0,1
22709,24,0,1538,0,255,0,0,1,0,1
22709,26,0,1064,0,255,0,1,1,0,1
22710,14,0,1528,0,255,0,0,1,0,1
22710,2,0,1064,0,255,0,0,1,0,1
22711,23,0,1528,0,255,0,0,1,0,1
22711,24,0,1538,0,255,0,0,1,0,1
22711,26,0,1064,0,255,0,1,1,0,1
22711,2,0,1078,0,255,0,0,1,0,1
22712,22,1,1078,0,137,0,1,1,3,1
22712,14,0,1528,0,255,0,0,1,0,1
22712,2,0,1078,0,255,0,0,1,0,1
22713,23,0,1528,0,255,0,0,1,0,1
22713,24,0,1538,0,255,0,0,1,0,1
22713,22,1,1078,0,138,0,1,1,3,1
22713,2,0,1064,0,255,0,0,1,0,1
22714,26,0,1064,0,255,0,1,1,0,1
22714,14,0,1568,0,255,0,0,1,0,1
22714,2,0,1078,0,255,0,0,1,0,1
22715,24,0,1568,0,255,0,0,1,0,1
22715,22,1,1078,0,139,0,1,1,3,1
22715,2,0,1078,0,255,0,0,1,0,1
22716,22,1,1078,0,140,0,1,1,3,1
22716,14,0,1472,0,255,0,0,1,0,1
22716,2,0,1078,0,255,0,0,1,0,1
22717,23,0,1472,0,255,0,0,1,0,1
22717,22,1,1078,0,141,0,1,1,3,1
22717,2,0,1064,0,255,0,0,1,0,1
22718,26,0,1064,0,255,0,1,1,0,1
22718,14,0,1518,0,255,0,0,1,0,1
22718,2,0,1078,0,255,0,0,1,0,1
22719,23,0,1518,0,255,0,0,1,0,1
22719,24,0,1538,0,255,0,0,1,0,1
22719,22,1,1078,0,142,0,1,1,3,1
22719,2,0,1078,0,255,0,0,1,0,1
22720,22,1,1078,0,143,0,1,1,3,1
22720,14,0,1528,0,255,0,0,1,0,1
22721,23,0,1528,0,255,0,0,1,0,1
22721,24,0,1538,0,255,0,0,1,0,1
22721,2,0,1078,0,255,0,0,1,0,1
22722,23,3,1078,0,96,0,1,1,3,1
22722,14,0,1568,0,255,0,0,1,0,1
22722,2,0,1078,0,255,0,0,1,0,1
22723,24,0,1568,0,255,0,0,1,0,1
22723,23,3,1078,0,97,0,1,1,3,1
22724,14,0,1472,0,255,0,0,1,0,1
22725,23,0,1472,0,255,0,0,1,0,1
22725,14,0,1538,0,255,0,0,1,0,1
22726,24,0,1538,0,255,0,0,1,0,1
22726,2,0,1144,0,255,0,0,1,0,1
22727,23,3,1144,0,98,0,1,1,3,1
22727,14,0,1528,0,255,0,0,1,0,1
22727,2,0,1161,0,255,0,0,1,0,1
22728,23,0,1528,0,255,0,0,1,0,1
22728,24,0,1538,0,255,0,0,1,0,1
22728,23,3,1161,0,99,0,1,1,3,1
22728,2,0,1179,0,255,0,0,1,0,1
22729,23,3,1179,0,100,0,1,1,3,1
22729,14,0,1572,0,255,0,0,1,0,1
22729,2,0,1376,0,255,0,0,1,0,1
22730,24,0,1572,0,255,0,0,1,0,1
22730,26,0,1376,0,255,0,1,1,0,1
22730,14,0,1472,0,255,0,0,1,0,1
22730,2,0,1376,0,255,0,0,1,0,1
22731,23,0,1472,0,255,0,0,1,0,1
22731,26,0,1376,0,255,0,1,1,0,1
22732,14,0,1501,0,255,0,0,1,0,1
22732,2,0,1376,0,255,0,0,1,0,1
22733,23,0,1501,0,255,0,0,1,0,1
22733,26,0,1376,0,255,0,1,1,0,1
22733,2,0,1390,0,255,0,0,1,0,1
22734,26,0,1390,0,255,0,1,1,0,1
22734,14,0,1538,0,255,0,0,1,0,1
22735,24,0,1538,0,255,0,0,1,0,1
22735,2,0,1376,0,255,0,0,1,0,1
22736,26,0,1376,0,255,0,1,1,0,1
22736,14,0,1563,0,255,0,0,1,0,1
22737,24,0,1563,0,255,0,0,1,0,1
22738,14,0,1472,0,255,0,0,1,0,1
22739,23,0,1472,0,255,0,0,1,0,1
22740,14,0,1538,0,255,0,0,1,0,1
22741,24,0,1538,0,255,0,0,1,0,1
22741,2,0,1347,0,255,0,0,1,0,1
22742,26,0,1347,0,255,0,1,1,0,1
22742,14,0,1568,0,255,0,0,1,0,1
22743,24,0,1568,0,255,0,0,1,0,1
22743,2,0,1437,0,255,0,0,1,0,1
22744,43,0,1437,0,77,0,1,1,3,1
22744,25,0,1376,0,255,0,1,1,0,1
22744,14,0,1472,0,255,0,0,1,0,1
22745,23,0,1472,0,255,0,0,1,0,1
22745,2,0,1390,0,255,0,0,1,0,1
22746,26,0,1390,0,255,0,1,1,0,1
22746,14,0,1509,0,255,0,0,1,0,1
22746,2,0,1390,0,255,0,0,1,0,1
22747,23,0,1509,0,255,0,0,1,0,1
22747,26,0,1664,0,179,0,0,1,0,1
22747,26,0,1390,0,255,0,1,1,0,1
22748,14,0,1692,0,255,0,0,1,0,1
22748,2,0,1376,0,255,0,0,1,0,1
22749,26,0,1692,0,180,0,0,1,0,1
22749,26,0,1376,0,255,0,1,1,0,1
22749,14,0,1768,0,255,0,0,1,0,1
22749,2,0,1390,0,255,0,0,1,0,1
22750,27,0,1768,0,183,0,0,1,0,1
22750,26,0,1390,0,255,0,1,1,0,1
22750,2,0,1376,0,255,0,0,1,0,1
22751,26,0,1376,0,255,0,1,1,0,1
22751,0,0,848,0,77,0,0,1,0,1
22751,2,0,1390,0,255,0,0,1,0,1
22752,13,1,848,0,73,0,0,1,0,1
22752,26,0,1390,0,255,0,1,1,0,1
22752,3,0,640,0,145,0,0,1,0,1
22753,10,0,640,0,75,0,0,1,0,1
22753,3,0,708,0,146,0,0,1,0,1
22754,11,0,708,0,73,0,0,1,0,1
22755,4,0,3758,0,83,0,0,1,0,1
22756,58,0,3758,0,73,0,0,1,0,1
22756,59,0,3778,0,81,0,0,1,0,1
22757,14,0,1794,0,255,0,0,1,0,1
22757,2,0,1376,0,255,0,0,1,0,1
22758,28,1,1794,0,75,0,0,1,0,1
22758,25,0,1376,0,255,0,1,1,0,1
22758,14,0,1703,0,255,0,0,1,0,1
22758,2,0,1381,0,255,0,0,1,0,1
22759,26,0,1703,0,181,0,0,1,0,1
22759,36,0,1381,0,255,0,1,1,0,1
22759,14,0,1728,0,255,0,0,1,0,1
22759,2,0,1437,0,255,0,0,1,0,1
22760,27,0,1728,0,184,0,0,1,0,1
22760,42,1,1437,0,255,0,1,1,3,1
22760,15,0,1181,0,255,0,0,1,0,1
22760,2,0,1390,0,255,0,0,1,0,1
22761,18,0,1181,0,58,0,0,1,0,1
22761,26,0,1390,0,255,0,1,1,0,1
22761,2,0,1376,0,255,0,0,1,0,1
22762,25,0,1376,0,255,0,1,1,0,1
22762,13,0,2560,0,255,0,0,1,0,1
22762,2,0,1381,0,255,0,0,1,0,1
22763,40,0,2560,0,62,0,0,1,0,1
22763,36,0,1381,0,255,0,1,1,0,1
22763,13,0,2800,0,255,0,0,1,0,1
22763,2,0,1376,0,255,0,0,1,0,1
22764,43,0,2800,0,168,0,0,1,0,1
22764,26,0,1376,0,255,0,1,1,0,1
22764,13,0,2574,0,255,0,0,1,0,1
22764,2,0,1376,0,255,0,0,1,0,1
22765,40,0,2574,0,63,0,0,1,0,1
22765,26,0,1376,0,255,0,1,1,0,1
22765,2,0,1381,0,255,0,0,1,0,1
22766,36,0,1381,0,255,0,1,1,0,1
22766,13,0,2624,0,255,0,0,1,0,1
22766,2,0,1390,0,255,0,0,1,0,1
22767,41,0,2624,0,58,0,0,1,0,1
22767,26,0,1390,0,255,0,1,1,0,1
22767,13,0,2841,0,255,0,0,1,0,1
22767,2,0,1395,0,255,0,0,1,0,1
22768,44,0,2841,0,59,0,0,1,0,1
22768,37,0,1395,0,255,0,1,1,0,1
22768,13,0,2657,0,255,0,0,1,0,1
22768,2,0,1381,0,255,0,0,1,0,1
22769,41,0,2657,0,59,0,0,1,0,1
22769,36,0,1381,0,255,0,1,1,0,1
22769,13,0,2697,0,255,0,0,1,0,1
22769,2,0,1376,0,255,0,0,1,0,1
22770,42,0,2697,0,146,0,0,1,0,1
22770,26,0,1376,0,255,0,1,1,0,1
22771,13,0,2751,0,255,0,0,1,0,1
22772,42,0,2751,0,147,0,0,1,0,1
22772,43,0,2755,0,169,0,0,1,0,1
22773,13,0,2736,0,255,0,0,1,0,1
22773,2,0,1484,0,255,0,0,1,0,1
22774,42,0,2736,0,148,0,0,1,0,1
22774,43,0,2755,0,170,0,0,1,0,1
22774,26,0,1484,0,255,0,1,1,0,1
22774,2,0,1492,0,255,0,0,1,0,1
22775,36,0,1492,0,255,0,1,1,0,1
22775,13,0,2736,0,255,0,0,1,0,1
22775,2,0,1437,0,255,0,0,1,0,1
22776,42,0,2736,0,149,0,0,1,0,1
22776,43,0,2755,0,171,0,0,1,0,1
22776,42,1,1437,0,255,0,1,1,3,1
22776,2,0,1528,0,255,0,0,1,0,1
22777,25,0,1528,0,255,0,1,1,0,1
22777,13,0,2736,0,255,0,0,1,0,1
22777,2,0,1533,0,255,0,0,1,0,1
22778,42,0,2736,0,150,0,0,1,0,1
22778,43,0,2755,0,172,0,0,1,0,1
22778,36,0,1533,0,255,0,1,1,0,1
22778,2,0,1547,0,255,0,0,1,0,1
22779,37,0,1547,0,255,0,1,1,0,1
22779,13,0,2781,0,255,0,0,1,0,1
22779,1,0,288,0,229,0,0,1,0,1
22779,2,0,1542,0,255,0,0,1,0,1
22780,43,0,2781,0,173,0,0,1,0,1
22780,4,0,288,0,79,0,0,1,0,1
22780,26,0,1542,0,255,0,1,1,0,1
22780,2,0,1528,0,255,0,0,1,0,1
22781,25,0,1528,0,255,0,1,1,0,1
22781,1,0,322,0,230,0,0,1,0,1
22781,2,0,1533,0,255,0,0,1,0,1
22782,5,0,322,0,123,0,0,1,0,1
22782,36,0,1533,0,255,0,1,1,0,1
22782,1,0,352,0,231,0,0,1,0,1
22782,2,0,1547,0,255,0,0,1,0,1
22783,5,0,352,0,124,0,0,1,0,1
22783,37,0,1547,0,255,0,1,1,0,1
22783,15,0,1207,0,255,0,0,1,0,1
22783,2,0,1528,0,255,0,0,1,0,1
22784,18,0,1207,0,59,0,0,1,0,1
22784,26,0,1528,0,255,0,1,1,0,1
22784,15,0,1217,0,255,0,0,1,0,1
22784,2,0,1533,0,255,0,0,1,0,1
22785,19,1,1217,0,26,0,0,1,0,1
22785,36,0,1533,0,255,0,1,1,0,1
22785,14,0,2368,0,255,0,0,1,0,1
22785,2,0,1542,0,255,0,0,1,0,1
22786,37,0,2368,0,14,0,0,1,0,1
22786,26,0,1542,0,255,0,1,1,0,1
22786,14,0,2385,0,255,0,0,1,0,1
22786,2,0,1547,0,255,0,0,1,0,1
22787,37,0,2385,0,15,0,0,1,0,1
22787,36,0,1547,0,255,0,1,1,0,1
22788,14,0,2432,0,255,0,0,1,0,1
22789,38,0,2432,0,13,0,0,1,0,1
22789,2,0,1528,0,255,0,0,1,0,1
22790,25,0,1528,0,255,0,1,1,0,1
22790,14,0,2480,0,255,0,0,1,0,1
22790,2,0,1533,0,255,0,0,1,0,1
22791,38,0,2480,0,14,0,0,1,0,1
22791,36,0,1533,0,255,0,1,1,0,1
22791,12,0,3376,0,216,0,0,1,0,1
22791,2,0,1542,0,255,0,0,1,0,1
22792,52,1,3376,0,40,0,0,1,0,1
22792,26,0,1542,0,255,0,1,1,0,1
22792,12,0,3504,0,217,0,0,1,0,1
22792,2,0,1584,0,255,0,0,1,0,1
22793,54,0,3504,0,60,0,0,1,0,1
22793,42,1,1584,0,255,0,1,1,3,1
22793,12,0,3568,0,218,0,0,1,0,1
22793,2,0,1547,0,255,0,0,1,0,1
22794,55,0,3568,0,20,0,0,1,0,1
22794,37,0,1547,0,255,0,1,1,0,1
22794,12,0,3584,0,219,0,0,1,0,1
22794,2,0,1528,0,255,0,0,1,0,1
22795,56,0,3584,0,55,0,0,1,0,1
22795,25,0,1528,0,255,0,1,1,0,1
22795,12,0,3608,0,220,0,0,1,0,1
22795,2,0,1533,0,255,0,0,1,0,1
22796,56,0,3608,0,56,0,0,1,0,1
22796,36,0,1533,0,255,0,1,1,0,1
22796,2,0,1542,0,255,0,0,1,0,1
22797,26,0,1542,0,255,0,1,1,0,1
22797,12,0,3650,0,221,0,0,1,0,1
22797,2,0,1547,0,255,0,0,1,0,1
22798,57,0,3650,0,39,0,0,1,0,1
22798,36,0,1547,0,255,0,1,1,0,1
22798,2,0,1528,0,255,0,0,1,0,1
22799,26,0,1528,0,255,0,1,1,0,1
22799,12,0,3658,0,222,0,0,1,0,1
22799,2,0,1547,0,255,0,0,1,0,1
22800,57,0,3658,0,40,0,0,1,0,1
